,features,label
1857,भारत रेलव के ऑक्सीजन एक्सप्रेस अभिय वीं रेल यात्र पूर ली है। रेलगाड़ मीट्रिक टन ऑक्सीजन गतिम हैं। देश भर अधिक टैंकर के माध्यम मीट्रिक टन मेडिकल ऑक्सीजन पहुंच है। #indiafightscorona aaap sach doctor ho ki aais hi farji degre li hai फर्ज होग,HOF
2645,you fuck them amp that was the worst thing you ever did #isreal sameet they go last hama terrorist total get way this barrag rocket 🚀 fire act war anyon come also bear brunt there innoc,NONE
2243,पहल बार बंगाल के लाख किस भाइय योज लाभ मिल शुर है। इत वर्ष किसान लाभ वंच रख गया। विषय जोरदार तरीक रख था। पीएम किस सम्म निध लाभ वह के किसान मिल लग संतोष विषय है। श्र चुट बन लाभ दे अखंड चुट भर बीजेप,HOF
2336,wtf nonsens go countri the day understand wtf india pleas share us it fick,HOF
950,लो कह आसाराम बाप जेल निकाल भोल मासूम 😂 isko wahi bhej do😂😂,NONE
3068,the countri desper need vaccin save live but goi busi fight twitter shouldn root reform harvard,NONE
1120,no hindu still go attack charli hebdo pun fool like izlam bigot no one may love us hindutva love vajpai we indian worship 🙏 everi thing sun moon earth natur etc tree plant give us oxygen air vayu dev also god pls get knowledg sanatana dharma comment charli hebdo vajpai galat sanatan ped suraj ya bhraman ki puja nahi karta sanatan ka srod om se hai jaha se teeno mahadevo ki shakti prapt hai brahma vishnu shiv om ka koi roop nahi sarv shaktishali purn roop se atmanirbhar,NONE
2597,israel cancer world zionist terror biggest threat world peac bloodi barbar zionist danc dead bodi palestinian brother sister okay back zionism buri #allahuakbar insha allah alqaradaghi alghamidi tekin एड्स इसराइल मुसलमान इनक जगह दी हिटलर बच मुल्क फिलिस्त यहुद कब्ज़ के फिलिस्त आध देश इसराइल बन नमक हराम कोम यहुद । हिटलर इनक सह मर ।,HOF
2204,wow it cell patholog liar and sore loser #bengal aps jaida umid bhi kya kr sakt bengal mee jo ho raha hai ager bjp sasit rajy mee hota kud pri hoti sarm kro sarm 😡😡😡,HOF
419,the us govt help privat funder like direct fund state run popul control program india hundr thousand men women steril includ mani tribal lower cast women #arrestbillg abe kya hi bhari chu iya aadmi hh tu aur tere follow bhi bilkul gobar bhara pda hh kya dimag mn,HOF
922,लो कह आसाराम बाप जेल निकाल भोल मासूम 😂 ye bhi gufa ki paidai h kya pta adharam ink bapu ho😃,HOF
1254,भक्त के मुताबिक मोद योग देश के बाप बोल योग मोद देश के पाप है😜 swara beshaq,HOF
477,#नाथूराम गोडस अमर रह happi birthday legend 😎 madhavendra gauds matherchod,HOF
2035,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् sambit sorri u miss she use far wors word includ gandi naali ka kida u i think u debat someon even basic manner pleas listen audio post she use phrase u extrem hurt inc siyasat ka jad hai,NONE
1202,charli hebdo publish do stand franc saar yes well issu fatwa behead,NONE
2626,a pictur isra terrorist tri arrest jerusalemit young man near al amoud gate #freepalestin #jerusalemfightsback #wakeupmuslimummah sab #wakeupmuslimummah support ughuir muslim,NONE
5524,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon निडर निर्भीक सुलझ व्यक् माँ भगव जल्द आपक आरोग्य प्र 🙏🙏 pleas get well soon ॐ त्र्यम्बकं यजामह सुगन्धिं पुष्टिवर्धनम् । उर्वारुकमिव बन्धनान् मृत्योर्मुक्ष मामृतात् ॥ jai mahaka jai bholenath jai viswanath jai shiva shankara pralayankara 🙏🙏🙏🙏,NONE
1970,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् wo bhi dete hi hong jb add k tym kyu ki dna yehi h na 😂,HOF
3110,doctor aur scientist se manga hai chuti se nahi baith nich pooja gazab ka bejati hai aye,NONE
4018,india need vaccin palestin need peac focus peac attain meanwhil float bodi ganga still,NONE
2151,friend rememb one thing so call gandhi famili end day कौड़ के गंद नाल के कीड़ sahzad amp sahzadi never forget amp never forgiv the dynast get back राहुल गांध बोल देश नह आपक पार्ट के लोग ज्ञ दे देश ज्ञ #galiwalimadam,NONE
3687,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm ma'am i would like host debat pleas consid 🙏🏻 will laugh riot,NONE
1997,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् नाल कीड़ा😂😂😂 उड़ आन वाल चुड़ैल😜😜😜,NONE
4033,india need vaccin but pm give crocodil tear countri men,HOF
5626,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon noth feel right lay hospit bed i pray speedi recoveri take token love get well soon dear sudhir sir #getwellsoon modi india #किसान दुश्मन zeenew,NONE
3054,the countri desper need vaccin save live but goi busi fight twitter it minist work vaccin or find anoth better vaccin what expect time sab apk jais talent nahi hote na madam jo ndtv amp harvard univers dono jagah kaam kar le hahahahahahahahahhahahahahahahahahahhaahhahahahahahahhahahahahahahah,HOF
1248,भक्त के मुताबिक मोद योग देश के बाप बोल योग मोद देश के पाप है😜 swara wow कय पंच मार घूम के,HOF
